x1,x2,y
0.133616,0.853121,0
-0.162571,-0.994702,1
0.011876,-0.849094,1
-0.241263,-0.274199,1
-0.239768,0.055815,1
-0.974755,-0.448435,1
-0.162886,-0.459204,1
0.241031,-0.519519,1
0.556468,0.202914,1
-0.845077,-0.499544,1
0.743888,0.899894,1
0.631007,0.621473,1
0.676175,0.747772,1
-0.270298,0.821983,0
-0.380329,0.622449,0
0.312755,0.320018,1
-0.918338,-0.269061,1
-0.196433,0.482780,0
0.269254,0.590369,1
-0.349885,0.142773,1
-0.606013,0.251301,0
-0.087082,0.933213,0
0.630302,-0.495892,1
-0.396483,-0.584549,1
-0.432579,0.622637,0
0.048149,0.238923,1
-0.218220,0.990266,0
0.684009,0.691958,1
-0.930425,0.631448,0
0.908209,-0.114952,1
-0.481582,-0.247255,1
0.980504,0.605271,1
-0.983813,-0.477568,1
-0.541295,-0.506355,1
-0.820928,0.063034,0
-0.884534,-0.349886,1
-0.282684,0.273166,1
-0.671976,-0.065326,1
-0.372708,0.470376,0
-0.614943,-0.605122,1
-0.340767,0.525842,0
0.307554,-0.424996,1
-0.113685,0.099883,1
0.859824,-0.658792,1
-0.611159,-0.565881,1
-0.256457,0.424132,0
-0.595222,-0.962421,1
-0.786064,-0.039786,1
0.400127,0.440623,1
-0.888778,-0.561947,1
0.616867,-0.610401,1
0.977608,0.732969,1
0.508504,0.218794,1
-0.969838,0.791704,0
0.105498,-0.398754,1
-0.517111,0.506528,0
0.933407,-0.304961,1
0.080256,0.360464,1
0.038873,-0.724857,1
0.374548,-0.762522,1
-0.449848,0.345798,0
-0.446188,-0.616183,1
0.562639,-0.472236,1
-0.884643,-0.444495,1
-0.987062,0.737460,0
-0.714357,-0.168586,1
-0.390561,-0.216461,1
0.237473,-0.503916,1
0.463595,0.525714,1
-0.252445,-0.569257,1
-0.120731,-0.927058,1
0.893518,-0.973093,1
0.320162,-0.591009,1
-0.194350,0.794177,0
0.051557,0.509400,1
-0.771811,-0.275115,1
-0.180988,0.387900,1
-0.837182,0.275128,0
-0.870804,0.512851,0
0.151642,-0.559567,1
0.989659,-0.731800,1
0.116559,0.463840,1
0.608374,-0.704849,1
-0.977680,-0.164174,1
0.043119,-0.099014,1
0.181484,0.261187,1
0.508284,0.324320,1
0.961361,0.377431,1
-0.121830,0.523245,0
-0.814688,-0.305191,1
-0.545747,-0.531262,1
0.695638,0.131281,1
-0.916423,-0.581664,1
-0.266671,0.094330,1
-0.775829,-0.458632,1
-0.737521,-0.876445,1
0.673424,0.168090,1
-0.328287,0.497235,0
-0.227549,0.026691,1
0.280967,-0.350847,1
-0.552021,-0.929963,1
0.117123,0.068451,1
0.580433,0.192980,1
0.862618,-0.156570,1
0.537872,0.963896,0
0.402616,0.643169,1
-0.760836,0.627145,0
0.338017,0.340711,1
0.382437,0.271394,1
0.099359,-0.154666,1
0.213960,0.044710,1
-0.090507,0.651838,0
0.835435,0.355798,1
-0.735766,0.415923,0
-0.229636,0.631142,0
-0.352906,-0.350385,1
0.065992,0.367603,1
0.714513,0.029462,1
-0.630073,-0.974073,1
-0.634641,-0.473904,1
0.236464,-0.523643,1
0.318091,0.276253,1
0.723523,-0.442156,1
-0.048386,-0.706392,1
0.437570,-0.756836,1
0.476229,-0.789532,1
-0.454071,0.697663,0
-0.341736,-0.289764,1
-0.195508,-0.111258,1
-0.696115,0.534985,0
0.607802,0.830461,1
0.705980,-0.339039,1
-0.457953,0.873955,0
0.404848,-0.153408,1
-0.064017,-0.238320,1
0.555925,-0.111567,1
0.848179,0.758345,1
0.178626,0.360888,1
-0.181039,-0.327674,1
-0.168992,-0.514502,1
0.266469,0.131138,1
-0.387538,-0.154356,1
0.836208,-0.172107,1
-0.844818,-0.142617,1
0.094343,-0.211213,1
-0.214037,-0.916412,1
0.108805,-0.471286,1
-0.147673,0.867556,0
0.159599,-0.068294,1
0.821233,-0.384614,1
0.582523,0.385158,1
0.098741,-0.699485,1
0.018184,-0.420798,1
-0.387621,0.166855,1
0.999655,-0.508614,1
-0.014215,0.732978,0
0.059468,-0.836116,1
0.894318,0.288651,1
0.831083,0.512257,1
-0.976898,-0.077005,1
0.384336,0.635308,1
-0.681855,-0.713102,1
0.113412,0.567875,1
-0.859147,0.572855,0
-0.146544,-0.748380,1
-0.828310,-0.723128,1
0.222258,-0.952467,1
-0.851216,0.457138,0
-0.367806,0.657907,0
-0.569216,-0.331248,1
0.034284,0.325207,1
0.022844,-0.190250,1
0.195702,0.286655,1
0.133258,-0.392113,1
-0.119108,-0.655464,1
-0.533399,0.152146,1
0.764966,-0.013678,1
0.103299,0.709725,0
0.671844,-0.140731,1
0.879552,0.365393,1
0.324336,-0.693710,1
-0.655505,-0.986821,1
0.927391,-0.250806,1
0.117937,0.364734,1
-0.811597,0.150638,0
0.257882,0.911578,0
0.939889,0.173227,1
-0.393000,0.583454,0
0.946530,-0.597463,1
0.277991,0.209170,1
0.448295,0.753601,1
-0.758655,0.719288,0
0.114803,0.308505,1
-0.462537,-0.028740,1
-0.211162,-0.577351,1
-0.125598,0.368382,1
0.282303,0.900560,0
-0.857566,0.665339,0
-0.498646,-0.064541,1
-0.274931,0.572043,0
-0.077520,-0.822808,1
-0.388742,-0.211406,1
-0.299607,-0.914555,1
-0.257421,0.414825,0
0.474760,0.152374,1
0.631738,0.944987,1
0.012813,-0.625507,1
-0.596083,-0.392602,1
0.521719,-0.388459,1
0.095893,-0.174609,1
-0.494537,-0.892440,1
-0.992890,0.102825,0
-0.199794,-0.503129,1
0.525573,0.239229,1
0.390545,0.470588,1
0.933068,0.925454,1
0.426488,-0.783824,1
-0.374613,0.749167,0
0.598274,0.818538,1
0.762234,-0.240367,1
0.920995,-0.966494,1
0.265698,-0.804076,1
-0.149923,0.835604,0
-0.094536,-0.973628,1
-0.014376,-0.697591,1
-0.075488,0.258140,1
0.158365,-0.227072,1
-0.013109,-0.200086,1
0.452487,0.421322,1
0.195437,-0.129429,1
0.980005,-0.104153,1
-0.607592,-0.615089,1
-0.816362,-0.503972,1
0.179979,0.823181,0
0.203764,0.886418,0
0.728090,-0.251588,1
-0.565117,0.833573,0
0.760741,0.165594,1
-0.684797,0.782948,0
-0.198559,-0.540995,1
0.966048,-0.427693,1
-0.137003,0.575217,0
0.746613,0.152764,1
0.028626,-0.079987,1
0.229780,0.176554,1
-0.555218,-0.822823,1
0.350936,0.352532,1
0.512007,0.169159,1
0.118856,-0.239227,1
-0.721955,0.318978,0
0.817286,0.628606,1
-0.343150,0.693626,0
0.246256,0.776262,0
0.644420,-0.786340,1
-0.847177,0.053197,0
0.958426,-0.993671,1
0.249027,-0.512534,1
0.109760,-0.038650,1
-0.798257,0.440902,0
0.769331,0.264214,1
0.702270,-0.934635,1
-0.565166,-0.229686,1
0.442002,0.293297,1
0.698800,0.798007,1
-0.548348,-0.422819,1
-0.451259,0.398533,0
0.951036,-0.673484,1
0.361505,0.036152,1
-0.894314,0.916577,0
-0.085697,-0.843872,1
-0.900790,-0.358608,1
-0.477045,-0.856649,1
0.094109,0.305317,1
0.744794,0.178658,1
0.543957,-0.141214,1
-0.237729,0.196699,1
-0.389939,0.256948,1
0.236382,-0.089075,1
-0.028755,-0.129294,1
0.470105,-0.411463,1
0.829431,0.810371,1
0.009718,-0.227116,1
0.638512,-0.428442,1
0.142499,0.774119,0
0.127092,0.987935,0
0.258934,0.337047,1
-0.916640,0.244384,0
-0.962747,0.136418,0
-0.561342,-0.434955,1
-0.576002,-0.834954,1
-0.153836,-0.623095,1
-0.251828,0.068871,1
0.218544,-0.792593,1
0.996645,0.030315,1
0.114663,-0.103906,1
0.344544,-0.332638,1
-0.901244,-0.916502,1
0.870158,-0.988171,1
-0.003614,-0.485882,1
-0.011353,-0.363295,1
0.943597,-0.980322,1
0.070918,0.848839,0
-0.250923,0.320102,1
-0.556736,-0.208144,1
-0.582349,0.933509,0
0.120523,-0.030981,1
0.862977,0.451030,1
-0.314693,0.489623,0
0.937421,0.501710,1
0.252713,-0.658149,1
0.138983,0.513392,1
-0.831202,-0.176124,1
0.433017,-0.834582,1
0.281520,-0.116521,1
0.262868,0.591295,1
0.078583,-0.371912,1
0.049745,0.175419,1
0.494210,0.220248,1
0.699955,0.016221,1
0.978733,0.595413,1
-0.952411,-0.127634,1
-0.559645,-0.626123,1
-0.067343,-0.018343,1
-0.484446,-0.003457,1
-0.934407,-0.887807,1
0.661253,-0.615038,1
0.394634,0.770253,1
-0.978937,-0.423451,1
0.643753,0.600001,1
0.748726,0.481240,1
0.197359,0.417190,1
0.225723,-0.759633,1
-0.657254,-0.669217,1
0.986250,0.949038,1
0.152672,-0.885246,1
0.676486,0.038656,1
-0.778647,-0.926982,1
0.992138,-0.523462,1
-0.016096,-0.435394,1
-0.821783,0.357937,0
0.673261,0.470781,1
0.997212,-0.673804,1
-0.495516,-0.508235,1
0.348734,0.848316,0
0.191395,-0.529403,1
0.967197,0.302946,1
-0.239921,-0.743069,1
0.414123,0.283483,1
-0.361898,0.299703,1
0.529765,-0.674265,1
0.363420,0.007928,1
-0.069288,-0.018877,1
0.510270,0.943343,0
-0.404028,0.385782,0
-0.987414,0.758650,0
-0.743792,-0.545730,1
-0.262254,0.586731,0
0.651220,0.435944,1
0.970200,-0.341049,1
0.577335,-0.775520,1
-0.794642,0.473490,0
0.661906,-0.007924,1
-0.831437,0.206614,0
0.971402,0.518004,1
0.604971,-0.316844,1
0.321056,0.096686,1
0.131354,0.178895,1
0.712624,-0.298530,1
0.633122,-0.620525,1
0.884657,-0.877645,1
-0.596558,-0.515766,1
-0.960177,0.617753,0
-0.493748,0.210964,1
-0.246726,0.528116,0
-0.829915,0.605256,0
0.684507,0.233244,1
0.488909,0.030937,1
-0.787694,0.808131,0
-0.007876,-0.253463,1
0.936162,0.502802,1
-0.229676,-0.248427,1
-0.697304,-0.195975,1
-0.370505,-0.484661,1
0.892208,0.864603,1
-0.003301,-0.196097,1
-0.263063,0.909778,0
-0.555239,-0.471252,1
-0.291774,0.670745,0
0.846480,-0.890378,1
0.586569,0.352071,1
0.693020,-0.963220,1
0.863177,-0.803572,1
0.689522,-0.259565,1
-0.714273,-0.887452,1
-0.499592,0.708137,0
-0.942479,-0.732742,1
0.445161,0.625604,1
-0.270003,-0.549166,1
0.184155,0.154236,1
0.393004,0.665040,1
0.340259,-0.846416,1
-0.089889,-0.667128,1
-0.646184,-0.612124,1
-0.943921,0.313591,0
0.191913,-0.737774,1
-0.615147,0.667022,0
-0.543633,0.976980,0
-0.082732,-0.602956,1
-0.761634,0.487044,0
0.714879,0.719354,1
0.743089,0.244727,1
-0.333800,0.769635,0
0.987214,0.344764,1
0.576212,0.407131,1
0.668404,0.932407,1
0.157478,0.014617,1
0.080474,-0.505856,1
0.707097,-0.557328,1
-0.794857,-0.680057,1
0.268936,0.437284,1
0.732788,0.032828,1
0.967448,-0.272267,1
0.509410,-0.202710,1
0.385586,-0.549617,1
0.501029,-0.959527,1
0.944698,-0.427721,1
-0.839557,0.796050,0
0.813518,0.433034,1
-0.078681,-0.604623,1
-0.963526,-0.266074,1
-0.918840,0.668993,0
0.731295,0.162234,1
0.305935,0.371704,1
0.046509,-0.924470,1
0.295411,0.627522,1
0.361579,0.732426,1
0.225922,0.424043,1
-0.710295,0.709057,0
0.605339,-0.238857,1
-0.203680,0.119461,1
-0.584630,0.750266,0
-0.101986,-0.453780,1
-0.084660,0.430680,1
0.461885,0.635702,1
-0.522327,0.879933,0
-0.406334,0.804679,0
-0.568704,-0.519844,1
0.505787,-0.812828,1
-0.721150,-0.710048,1
-0.900691,0.359383,0
0.969497,0.295861,1
-0.714225,0.670869,0
0.280791,-0.709646,1
-0.181563,-0.728844,1
-0.846612,0.749481,0
0.931809,-0.863573,1
0.586920,-0.418246,1
0.060748,0.497618,1
0.965754,0.932824,1
0.250637,-0.201990,1
0.498273,0.357445,1
-0.024537,-0.154355,1
-0.923007,-0.015982,0
0.915993,0.806159,1
-0.999902,0.199132,0
-0.057089,-0.662315,1
0.667492,-0.910292,1
-0.061725,0.011319,1
0.733596,0.703263,1
-0.764949,-0.171318,1
-0.002034,0.580563,0
-0.139416,0.341507,1
-0.065493,-0.565244,1
0.411933,-0.732561,1
-0.094468,-0.212939,1
0.761930,-0.699962,1
-0.288996,-0.271929,1
-0.963999,-0.323648,1
0.212926,0.436633,1
0.761977,-0.171801,1
-0.348329,0.631578,0
-0.353641,0.501135,0
0.469508,-0.824358,1
0.074085,-0.540152,1
0.979638,0.532049,1
0.690029,-0.312439,1
0.487155,0.159906,1
0.216076,0.663992,1
-0.725830,-0.413812,1
0.337676,-0.233350,1
-0.519756,-0.526405,1
-0.325709,0.462912,0
0.863224,-0.854313,1
0.165029,-0.227301,1
0.081109,-0.402951,1
-0.367487,-0.315654,1
-0.805439,-0.878281,1
0.684798,0.948522,1
0.316305,-0.767658,1
0.825582,0.456860,1
0.401106,-0.052027,1
-0.462272,0.626818,0
0.874828,0.630178,1
0.889870,-0.734095,1
0.604295,0.758079,1
-0.921018,-0.204019,1
0.622800,-0.314425,1
0.792422,-0.178616,1
-0.659525,-0.174641,1
0.398212,0.247720,1
0.584895,-0.339697,1
0.115203,0.116852,1
-0.513284,0.755860,0
0.875664,0.762429,1
0.028607,-0.980522,1
-0.663668,-0.522564,1
0.514099,0.891025,0
0.558902,0.350394,1
0.277443,-0.045778,1
-0.739838,0.965139,0
-0.519190,0.616011,0
0.213668,0.113356,1
-0.989930,0.027955,0
-0.913135,-0.292759,1
-0.664686,-0.014773,1
-0.584854,-0.583292,1
0.510162,-0.639874,1
0.430776,0.854953,0
-0.501555,-0.186029,1
-0.464974,-0.627889,1
-0.311984,0.166445,1
0.318008,0.560973,1
-0.700835,-0.450682,1
0.835362,0.320298,1
-0.434811,-0.704454,1
0.823559,-0.835462,1
-0.419720,-0.684080,1
-0.647534,0.858228,0
0.541650,0.436769,1
-0.180687,-0.670571,1
-0.651155,-0.646463,1
0.268244,0.966850,0
-0.096230,-0.350795,1
-0.465861,-0.808296,1
0.046538,-0.657331,1
0.845127,-0.324110,1
0.427684,0.286110,1
0.910040,-0.664263,1
0.892047,0.228397,1
0.047368,0.577773,1
0.149207,-0.847430,1
0.775712,0.189902,1
-0.843326,0.543795,0
-0.723071,0.457914,0
0.702927,-0.310301,1
-0.109676,-0.722435,1
0.811022,0.118491,1
-0.343865,-0.056650,1
0.845852,-0.250441,1
-0.812405,0.882574,0
0.296523,-0.376083,1
-0.446898,0.194009,1
0.727655,-0.968307,1
0.145293,0.847373,0
0.257909,0.732640,0
0.200320,-0.322357,1
0.214674,-0.580943,1
0.190461,-0.185738,1
-0.846216,-0.400410,1
0.761868,0.842996,1
0.991405,0.255587,1
-0.487719,-0.739942,1
-0.411382,0.935953,0
0.891600,-0.331589,1
-0.051257,0.492175,1
0.139309,0.274313,1
0.786252,0.932490,1
0.975484,-0.503529,1
0.445549,-0.670548,1
0.507211,-0.930232,1
-0.308393,-0.405043,1
0.386496,-0.492328,1
-0.636593,-0.139658,1
-0.322981,0.173243,1
-0.692200,-0.595969,1
-0.721358,-0.872361,1
-0.289018,0.945243,0
-0.331523,-0.278720,1
0.126324,0.652398,0
0.057499,-0.190299,1
0.230829,0.454737,1
-0.093178,-0.620912,1
0.757784,-0.272946,1
-0.188359,-0.852209,1
-0.388485,0.962969,0
0.562575,-0.491010,1
0.979064,-0.575599,1
-0.045881,0.570699,0
-0.714853,-0.589712,1
-0.458326,0.453192,0
-0.292582,0.356187,1
0.697545,0.117134,1
-0.611178,-0.026547,1
0.101404,-0.732302,1
0.710829,0.805551,1
0.799698,-0.564220,1
-0.721098,0.602262,0
-0.516921,0.916651,0
0.767280,0.457589,1
0.603705,0.134898,1
0.772895,-0.563706,1
0.212228,0.209244,1
0.670254,-0.009660,1
0.067735,0.074655,1
-0.182404,0.169268,1
-0.704617,-0.627883,1
-0.588935,-0.179796,1
0.795766,0.062137,1
0.651196,-0.355041,1
-0.121358,0.985768,0
0.153370,-0.437559,1
-0.976382,-0.077136,1
0.356517,-0.419709,1
-0.771346,0.880716,0
-0.078679,-0.874505,1
-0.783794,0.570837,0
-0.280646,0.551483,0
0.469851,0.048092,1
0.233437,-0.970507,1
0.929003,0.887115,1
0.757018,0.696498,1
-0.189442,-0.724604,1
0.360890,-0.619541,1
0.741141,0.628930,1
-0.616449,-0.595569,1
0.713405,0.464404,1
0.614719,0.613003,1
0.514986,-0.001266,1
0.491270,-0.304944,1
0.401317,-0.046156,1
-0.025858,-0.572842,1
0.684807,-0.996557,1
-0.174602,-0.972042,1
-0.920577,0.985497,0
0.652148,-0.746527,1
-0.201551,-0.666071,1
-0.332281,0.400121,0
0.653335,0.198796,1
-0.014561,-0.490232,1
-0.856795,0.842410,0
-0.476393,0.435992,0
-0.637622,-0.869190,1
-0.751929,0.706407,0
-0.996747,-0.032218,0
0.559618,0.046189,1
0.356352,-0.330594,1
-0.742040,0.838563,0
-0.895834,0.035389,0
-0.159057,0.249966,1
0.042936,-0.337344,1
0.043083,-0.153112,1
0.077370,0.369232,1
-0.919317,0.339607,0
0.932226,-0.612733,1
-0.487428,-0.069869,1
0.295354,-0.845223,1
-0.566012,-0.055118,1
0.795624,0.292001,1
0.689628,0.312557,1
0.825637,0.128692,1
0.365526,0.233538,1
0.643581,-0.494455,1
-0.926634,-0.169563,1
-0.617857,-0.288788,1
-0.451085,-0.439770,1
-0.328856,0.294487,1
0.079935,0.133298,1
-0.071935,0.816925,0
0.512412,-0.080080,1
0.856480,0.568174,1
-0.757636,-0.413468,1
0.585559,0.147101,1
-0.303360,-0.974221,1
-0.147985,0.857808,0
-0.784887,0.406284,0
0.988227,0.399861,1
-0.951710,0.040772,0
-0.220564,-0.314809,1
-0.592542,-0.062096,1
-0.807819,-0.991680,1
-0.296713,0.686256,0
-0.455440,0.583908,0
0.603500,0.563513,1
0.796176,-0.812956,1
0.541607,-0.221489,1
0.213846,0.817336,0
0.845185,0.989193,1
-0.494330,-0.787694,1
0.072295,-0.972401,1
0.821464,0.721376,1
-0.199177,0.953175,0
-0.072411,0.916216,0
-0.140071,-0.956959,1
-0.319841,-0.869499,1
-0.250096,-0.818953,1
-0.119658,0.926736,0
-0.186955,-0.792377,1
0.562684,0.272650,1
-0.301582,0.289933,1
-0.243259,0.119109,1
0.314581,-0.306008,1
0.680296,0.794255,1
-0.828821,0.595482,0
-0.339631,0.772595,0
-0.030905,-0.739627,1
0.155146,0.659506,0
-0.545635,-0.327229,1
0.572188,0.490416,1
0.699081,0.243993,1
0.073292,-0.251634,1
-0.174604,-0.256933,1
-0.153272,0.153894,1
-0.837495,0.401348,0
0.265268,-0.193700,1
0.159281,-0.359637,1
-0.418050,-0.360127,1
0.905343,0.688889,1
0.840240,0.575484,1
0.256503,0.601553,1
0.030690,0.462181,1
0.566772,-0.793387,1
0.740233,0.724638,1
-0.517658,0.516103,0
-0.087950,0.109330,1
0.043069,-0.064649,1
0.406122,0.371268,1
0.446602,-0.404634,1
-0.594989,0.813057,0
-0.684628,0.338490,0
0.117288,0.183411,1
-0.813151,-0.965097,1
-0.967412,0.356815,0
-0.315329,0.192241,1
-0.804830,-0.398021,1
0.685982,-0.112939,1
0.264792,0.755439,0
-0.718983,-0.843862,1
0.942096,0.996493,1
-0.872071,0.318421,0
-0.923855,0.832366,0
0.426382,-0.577582,1
-0.127125,-0.469346,1
0.462274,0.075030,1
0.955949,0.980480,1
-0.974732,-0.433533,1
0.205325,-0.999757,1
0.884115,-0.038931,1
-0.962494,0.876058,0
0.453806,0.775003,1
-0.791367,-0.010840,1
0.535298,0.350193,1
0.910994,0.575179,1
-0.213084,-0.896687,1
0.682712,0.058563,1
0.900284,-0.331913,1
0.596467,-0.149297,1
0.496217,0.894280,0
0.151898,-0.403383,1
0.832915,-0.756966,1
0.809083,-0.765444,1
-0.734739,0.851900,0
-0.687689,-0.517890,1
0.099022,-0.190278,1
0.272927,0.725481,0
0.267608,-0.056059,1
0.712714,0.727355,1
0.597475,-0.280476,1
0.874977,-0.094148,1
-0.255222,-0.422696,1
0.042456,-0.451137,1
0.278355,0.136637,1
0.012500,0.257933,1
0.565910,-0.284534,1
-0.172263,-0.585615,1
